Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,26.100000381469727,26.592500686645508,24.844999313354492,25.502500534057617,24.228483200073242,150199600
2017-01-04,25.850000381469727,26.375,25.38249969482422,26.09749984741211,24.79375648498535,119922000
2017-01-05,26.13249969482422,26.454999923706055,25.262500762939453,25.434999465942383,24.16435432434082,98429600
2017-01-06,25.712499618530273,26.0625,25.299999237060547,25.774999618530273,24.48737144470215,82285600
2017-01-09,25.875,27.0,25.875,26.81999969482422,25.48016357421875,91624800
2017-01-10,26.952499389648438,27.297500610351562,26.407499313354492,26.61750030517578,25.28778648376465,88092000
2017-01-11,26.5,26.549999237060547,26.037500381469727,26.290000915527344,24.976646423339844,52566400
2017-01-12,26.0575008392334,26.174999237060547,25.405000686645508,25.860000610351562,24.568126678466797,62561600
2017-01-13,25.899999618530273,26.25,25.764999389648438,25.857500076293945,24.56574821472168,45782000
2017-01-17,25.75,25.799999237060547,25.142499923706055,25.27750015258789,24.01472282409668,58061200
2017-01-18,25.059999465942383,25.8075008392334,24.77750015258789,25.737499237060547,24.45174217224121,65442400
2017-01-19,25.767499923706055,26.614999771118164,25.7450008392334,26.290000915527344,24.976646423339844,64487200
2017-01-20,26.520000457763672,26.700000762939453,25.780000686645508,26.002500534057617,24.70350456237793,49202400
2017-01-23,25.950000762939453,26.475000381469727,25.924999237060547,26.272499084472656,24.960018157958984,36990400
2017-01-24,26.375,26.895000457763672,26.225000381469727,26.832500457763672,25.49204444885254,42805200
2017-01-25,27.262500762939453,27.325000762939453,26.582500457763672,26.947500228881836,25.60129737854004,52276000
2017-01-26,26.975000381469727,27.487499237060547,26.674999237060547,27.412500381469727,26.04306983947754,45880000
2017-01-27,27.482500076293945,27.97249984741211,27.212499618530273,27.9424991607666,26.546586990356445,47199600
2017-01-30,27.729999542236328,27.752500534057617,26.977500915527344,27.5049991607666,26.13094711303711,49600400
2017-01-31,27.237499237060547,27.512500762939453,27.049999237060547,27.295000076293945,25.93143653869629,36275600
2017-02-01,27.645000457763672,28.530000686645508,27.46500015258789,28.487499237060547,27.064361572265625,59000400
2017-02-02,28.325000762939453,28.934999465942383,28.014999389648438,28.84749984741211,27.406381607055664,48324000
2017-02-03,28.862499237060547,28.975000381469727,28.475000381469727,28.594999313354492,27.16649055480957,37274400
2017-02-06,28.5,29.332500457763672,28.5,29.327499389648438,27.86240005493164,50676800
